date,symbol,spot_price,near_contract_price,near_basis,near_basis_rate,dom_basis_rate
2024-01-31,AU,481.1,480.56,-0.5400000000000205,-0.0011224277696945117,0.0009977135730616649
2024-02-29,AU,480.84,481.7,0.8600000000000136,0.0017885367273937636,0.0036602612095499865
