date,symbol,spot_price,near_contract_price,near_basis,near_basis_rate,dom_basis_rate
2024-01-31,AL,18980.0,19040.0,60.0,0.0031612223393044925,0.0015806111696523573
2024-02-29,AL,18876.67,18960.0,83.33000000000175,0.004414443861125994,0.0025603032738297227
