date,symbol,spot_price,near_contract_price,near_basis,near_basis_rate,dom_basis_rate
2024-01-31,CU,69145.0,69220.0,75.0,0.0010846771277750467,0.002964784149251498
2024-02-29,CU,68726.67,68960.0,233.33000000000175,0.0033950430015015076,0.0038315547661482707
