date,symbol,spot_price,near_contract,near_contract_price,dominant_contract,dominant_contract_price,near_month,dominant_month,near_basis,dom_basis,near_basis_rate,dom_basis_rate
2024-01-26,HC,4096.0,hc2402,4077.0,hc2405,4102.0,2402,2405,-19.0,6.0,-0.004638671875,0.00146484375
2024-01-26,FU,5554.0,fu2402,3039.0,fu2405,3083.0,2402,2405,-2515.0,-2471.0,-0.4528267915016204,-0.4449045732805186
2024-01-26,BU,3548.0,bu2402,3740.0,bu2406,3798.0,2402,2406,192.0,250.0,0.054114994363021474,0.07046223224351755
2024-01-26,RU,12810.0,ru2403,13590.0,ru2405,13665.0,2403,2405,780.0,855.0,0.060889929742388826,0.06674473067915687
2024-01-26,SP,5810.0,sp2402,5642.0,sp2405,5734.0,2402,2405,-168.0,-76.0,-0.028915662650602414,-0.013080895008605875
2024-01-26,SS,14225.0,ss2402,14140.0,ss2403,14180.0,2402,2403,-85.0,-45.0,-0.0059753954305800105,-0.0031634446397188487
2024-01-26,BR,12200.0,br2402,12135.0,br2403,12180.0,2402,2403,-65.0,-20.0,-0.005327868852459061,-0.0016393442622950616
2024-01-26,SI,15310.0,SI2402,13305.0,SI2403,13365.0,2402,2403,-2005.0,-1945.0,-0.13096015676028738,-0.12704114957544088
2024-01-26,LC,100800.0,LC2402,96500.0,LC2407,100650.0,2402,2407,-4300.0,-150.0,-0.04265873015873012,-0.0014880952380952328
2024-01-29,C,2338.57,c2403,2340.0,c2405,2376.0,2403,2405,1.4299999999998363,37.429999999999836,0.0006114847962643832,0.016005507639283767
2024-01-29,A,4750.0,a2403,4678.0,a2403,4678.0,2403,2403,-72.0,-72.0,-0.015157894736842148,-0.015157894736842148
2024-01-29,M,3520.0,m2403,3044.0,m2405,2952.0,2403,2405,-476.0,-568.0,-0.13522727272727275,-0.16136363636363638
2024-01-29,Y,7910.0,y2403,7492.0,y2405,7400.0,2403,2405,-418.0,-510.0,-0.05284450063211121,-0.06447534766118834
2024-01-29,P,7540.0,p2402,7536.0,p2405,7412.0,2402,2405,-4.0,-128.0,-0.0005305039787798504,-0.01697612732095488
2024-01-29,JD,4225.0,jd2402,3242.0,jd2403,3288.0,2402,2403,-983.0,-937.0,-0.23266272189349113,-0.2217751479289941
2024-01-29,L,8254.29,l2402,8200.0,l2405,8314.0,2402,2405,-54.29000000000087,59.70999999999913,-0.006577185923925755,0.007233814174204989
2024-01-29,V,5582.0,v2402,5656.0,v2405,5940.0,2402,2405,74.0,358.0,0.013256897169473314,0.06413471873880328
2024-01-29,PP,7671.43,pp2402,7422.0,pp2405,7519.0,2402,2405,-249.4300000000003,-152.4300000000003,-0.0325141466454103,-0.019869828702080317
2024-01-29,J,2226.67,j2402,2264.0,j2405,2444.0,2402,2405,37.32999999999993,217.32999999999993,0.016764944962657236,0.09760314730067776
2024-01-29,JM,2417.5,jm2402,1663.0,jm2405,1780.0,2402,2405,-754.5,-637.5,-0.31209927611168564,-0.26370217166494314
2024-01-29,I,1057.33,i2402,1066.0,i2405,998.5,2402,2405,8.670000000000073,-58.82999999999993,0.008199899747477257,-0.055640150189628534
2024-01-29,EG,4623.33,eg2402,4670.0,eg2405,4712.0,2402,2405,46.67000000000007,88.67000000000007,0.01009445572779799,0.01917881699986812
2024-01-29,EB,8750.0,eb2402,8688.0,eb2403,8784.0,2402,2403,-62.0,34.0,-0.007085714285714251,0.00388571428571427
2024-01-29,PG,4876.0,pg2402,4390.0,pg2403,4325.0,2402,2403,-486.0,-551.0,-0.09967186218211654,-0.1130024610336341
2024-01-29,LH,14970.0,lh2403,14110.0,lh2403,14110.0,2403,2403,-860.0,-860.0,-0.05744822979291919,-0.05744822979291919
2024-01-29,WH,2716.0,WH403,3198.0,WH501,3198.0,2403,2501,482.0,482.0,0.17746686303387338,0.17746686303387338
2024-01-29,PM,2716.0,PM403,3122.0,PM501,3122.0,2403,2501,406.0,406.0,0.14948453608247414,0.14948453608247414
2024-01-29,CF,16854.17,CF403,16070.0,CF405,16125.0,2403,2405,-784.1699999999983,-729.1699999999983,-0.046526764592976,-0.043263477228484004
2024-01-29,SR,6748.0,SR403,6500.0,SR405,6473.0,2403,2405,-248.0,-275.0,-0.036751630112625944,-0.040752815649081175
2024-01-29,TA,6007.0,TA402,6018.0,TA405,6028.0,2402,2405,11.0,21.0,0.0018311969369069203,0.0034959214250041004
2024-01-29,OI,8023.33,OI403,7827.0,OI405,7823.0,2403,2405,-196.32999999999993,-200.32999999999993,-0.02446988968420838,-0.024968435799100908
2024-01-29,MA,2580.0,MA402,2510.0,MA405,2469.0,2402,2405,-70.0,-111.0,-0.027131782945736482,-0.0430232558139535
2024-01-29,FG,1778.4,FG402,1874.0,FG405,1864.0,2402,2405,95.59999999999991,85.59999999999991,0.05375618533513271,0.04813315339631119
2024-01-29,RM,2696.67,RM403,2416.0,RM405,2451.0,2403,2405,-280.6700000000001,-245.67000000000007,-0.1040802174533777,-0.09110124709363776
2024-01-29,SF,6424.29,SF402,6588.0,SF403,6822.0,2402,2403,163.71000000000004,397.71000000000004,0.025482971659124942,0.061907230215323406
2024-01-29,SM,6125.0,SM402,6438.0,SM403,6470.0,2402,2403,313.0,345.0,0.05110204081632652,0.05632653061224491
2024-01-29,CY,25475.0,CY402,21000.0,CY405,22385.0,2402,2405,-4475.0,-3090.0,-0.17566241413150152,-0.12129538763493619
2024-01-29,UR,2420.0,UR402,2193.0,UR405,2133.0,2402,2405,-227.0,-287.0,-0.09380165289256204,-0.11859504132231402
2024-01-29,SA,2470.0,SA402,2100.0,SA405,2018.0,2402,2405,-370.0,-452.0,-0.1497975708502024,-0.1829959514170041
2024-01-29,PF,7652.0,PF402,7532.0,PF403,7558.0,2402,2403,-120.0,-94.0,-0.015682174594877196,-0.012284370099320485
2024-01-29,PX,8600.0,PX405,8660.0,PX405,8660.0,2405,2405,60.0,60.0,0.006976744186046435,0.006976744186046435
2024-01-29,SH,784.0,SH405,2722.0,SH405,2722.0,2405,2405,1938.0,1938.0,2.4719387755102042,2.4719387755102042
2024-01-29,CU,68888.33,cu2402,68670.0,cu2403,68780.0,2402,2403,-218.33000000000175,-108.33000000000175,-0.003169332164098093,-0.0015725450159700394
2024-01-29,AL,19100.0,al2402,19015.0,al2403,19005.0,2402,2403,-85.0,-95.0,-0.0044502617801046584,-0.004973821989528782
2024-01-29,ZN,21386.0,zn2402,21370.0,zn2403,21395.0,2402,2403,-16.0,9.0,-0.0007481529972879208,0.00042083606097453874
2024-01-29,PB,16262.5,pb2402,16255.0,pb2403,16240.0,2402,2403,-7.5,-22.5,-0.0004611837048423828,-0.0013835511145272594
2024-01-29,NI,130816.67,ni2402,129080.0,ni2403,129280.0,2402,2403,-1736.6699999999983,-1536.6699999999983,-0.013275601649239355,-0.011746744508937534
2024-01-29,SN,221512.5,sn2402,221200.0,sn2403,221680.0,2402,2403,-312.5,167.5,-0.001410755600699698,0.0007561650019749511
2024-01-29,AU,479.07,au2402,479.04,au2404,480.04,2402,2404,-0.029999999999972715,0.9700000000000273,-6.26213288245081e-05,0.002024756298661945
2024-01-29,AG,5922.67,ag2402,5930.0,ag2406,5930.0,2402,2406,7.329999999999927,7.329999999999927,0.001237617493461629,0.001237617493461629
2024-01-29,RB,3914.0,rb2402,3829.0,rb2405,3968.0,2402,2405,-85.0,54.0,-0.021716913643331615,0.0137966274910577
2024-01-29,WR,4173.2,wr2402,4259.0,wr2405,4165.0,2402,2405,85.80000000000018,-8.199999999999818,0.02055976229272516,-0.0019649190069970235
2024-01-29,HC,4096.0,hc2402,4073.0,hc2405,4092.0,2402,2405,-23.0,-4.0,-0.005615234375,-0.0009765625
2024-01-29,FU,5504.0,fu2402,3039.0,fu2405,3149.0,2402,2405,-2465.0,-2355.0,-0.44785610465116277,-0.4278706395348837
2024-01-29,BU,3585.14,bu2402,3751.0,bu2406,3803.0,2402,2406,165.86000000000013,217.86000000000013,0.0462631863748697,0.06076750140859222
2024-01-29,RU,12810.0,ru2403,13505.0,ru2405,13560.0,2403,2405,695.0,750.0,0.05425448868071814,0.058548009367681564
2024-01-29,SP,5810.0,sp2402,5596.0,sp2405,5686.0,2402,2405,-214.0,-124.0,-0.03683304647160068,-0.021342512908777977
2024-01-29,SS,14225.0,ss2402,14125.0,ss2403,14155.0,2402,2403,-100.0,-70.0,-0.007029876977152849,-0.004920913884007061
2024-01-29,BR,12200.0,br2402,12370.0,br2403,12460.0,2402,2403,170.0,260.0,0.013934426229508245,0.021311475409836023
2024-01-29,SI,15290.0,SI2402,13200.0,SI2403,13255.0,2402,2403,-2090.0,-2035.0,-0.13669064748201443,-0.13309352517985606
2024-01-29,LC,100800.0,LC2402,97500.0,LC2407,101950.0,2402,2407,-3300.0,1150.0,-0.03273809523809523,0.01140873015873023
2024-01-30,C,2338.57,c2403,2336.0,c2405,2373.0,2403,2405,-2.5700000000001637,34.429999999999836,-0.0010989621862933507,0.014722672402365466
2024-01-30,A,4750.0,a2403,4696.0,a2403,4696.0,2403,2403,-54.0,-54.0,-0.011368421052631583,-0.011368421052631583
2024-01-30,M,3424.0,m2403,3064.0,m2405,2944.0,2403,2405,-360.0,-480.0,-0.10514018691588789,-0.14018691588785048
2024-01-30,Y,7780.0,y2403,7262.0,y2405,7204.0,2403,2405,-518.0,-576.0,-0.0665809768637532,-0.0740359897172237
2024-01-30,P,7398.0,p2402,7254.0,p2405,7196.0,2402,2405,-144.0,-202.0,-0.019464720194647178,-0.02730467693971339
2024-01-30,JD,4200.0,jd2402,3213.0,jd2403,3238.0,2402,2403,-987.0,-962.0,-0.235,-0.22904761904761906
2024-01-30,L,8257.14,l2402,8159.0,l2405,8264.0,2402,2405,-98.13999999999942,6.860000000000582,-0.011885471240647427,0.0008307961352236326
2024-01-30,V,5592.0,v2402,5548.0,v2405,5833.0,2402,2405,-44.0,241.0,-0.007868383404864066,0.04309728183118744
2024-01-30,PP,7671.43,pp2402,7360.0,pp2405,7456.0,2402,2405,-311.4300000000003,-215.4300000000003,-0.040596081825683084,-0.02808211767558333
2024-01-30,J,2226.67,j2402,2252.0,j2405,2398.0,2402,2405,25.329999999999927,171.32999999999993,0.011375731473455941,0.07694449559207239
2024-01-30,JM,2417.5,jm2402,1633.0,jm2405,1751.0,2402,2405,-784.5,-666.5,-0.32450879007238886,-0.27569803516028957
2024-01-30,I,1051.56,i2402,1059.5,i2405,979.5,2402,2405,7.940000000000055,-72.05999999999995,0.007550686598957856,-0.06852676024192628
2024-01-30,EG,4623.33,eg2402,4695.0,eg2405,4724.0,2402,2405,71.67000000000007,100.67000000000007,0.015501813627839756,0.02177434879188822
2024-01-30,EB,8810.0,eb2402,8772.0,eb2403,8892.0,2402,2403,-38.0,82.0,-0.004313280363223648,0.009307604994324592
2024-01-30,PG,4916.0,pg2402,4377.0,pg2403,4352.0,2402,2403,-539.0,-564.0,-0.10964198535394631,-0.11472742066720909
2024-01-30,LH,15150.0,lh2403,13810.0,lh2403,13810.0,2403,2403,-1340.0,-1340.0,-0.08844884488448845,-0.08844884488448845
2024-01-30,WH,2716.0,WH403,3198.0,WH501,3198.0,2403,2501,482.0,482.0,0.17746686303387338,0.17746686303387338
2024-01-30,PM,2716.0,PM403,3122.0,PM501,3122.0,2403,2501,406.0,406.0,0.14948453608247414,0.14948453608247414
2024-01-30,CF,16876.0,CF403,16030.0,CF405,16080.0,2403,2405,-846.0,-796.0,-0.05013036264517656,-0.047167575254799754
2024-01-30,SR,6740.0,SR403,6465.0,SR405,6439.0,2403,2405,-275.0,-301.0,-0.04080118694362023,-0.044658753709198806
2024-01-30,TA,6001.0,TA402,6008.0,TA405,6014.0,2402,2405,7.0,13.0,0.0011664722546242956,0.0021663056157306126
2024-01-30,OI,7895.0,OI403,7636.0,OI405,7636.0,2403,2405,-259.0,-259.0,-0.03280557314756172,-0.03280557314756172
2024-01-30,MA,2571.67,MA402,2517.0,MA405,2468.0,2402,2405,-54.67000000000007,-103.67000000000007,-0.02125855961301415,-0.040312326231592754
2024-01-30,FG,1781.6,FG402,1864.0,FG405,1839.0,2402,2405,82.40000000000009,57.40000000000009,0.04625056129321958,0.03221823080377195
2024-01-30,RM,2690.0,RM403,2436.0,RM405,2462.0,2403,2405,-254.0,-228.0,-0.09442379182156135,-0.08475836431226769
2024-01-30,SF,6424.29,SF402,6518.0,SF403,6768.0,2402,2403,93.71000000000004,343.71000000000004,0.0145868259371853,0.0535016320869699
2024-01-30,SM,6125.0,SM402,6394.0,SM405,6436.0,2402,2405,269.0,311.0,0.04391836734693877,0.050775510204081664
2024-01-30,CY,25475.0,CY402,20750.0,CY405,22360.0,2402,2405,-4725.0,-3115.0,-0.18547595682041218,-0.12227674190382731
2024-01-30,UR,2420.0,UR402,2155.0,UR405,2115.0,2402,2405,-265.0,-305.0,-0.10950413223140498,-0.12603305785123964
2024-01-30,SA,2470.0,SA402,2010.0,SA405,1933.0,2402,2405,-460.0,-537.0,-0.18623481781376516,-0.21740890688259107
2024-01-30,PF,7652.0,PF402,7518.0,PF403,7540.0,2402,2403,-134.0,-112.0,-0.017511761630946143,-0.01463669628855202
2024-01-30,PX,8600.0,PX405,8654.0,PX405,8654.0,2405,2405,54.0,54.0,0.006279069767441969,0.006279069767441969
2024-01-30,SH,784.0,SH405,2697.0,SH405,2697.0,2405,2405,1913.0,1913.0,2.440051020408163,2.440051020408163
2024-01-30,CU,68906.67,cu2402,68830.0,cu2403,68980.0,2402,2403,-76.66999999999825,73.33000000000175,-0.001112664419859466,0.0010641930599752936
2024-01-30,AL,19100.0,al2402,18960.0,al2403,18950.0,2402,2403,-140.0,-150.0,-0.007329842931937169,-0.007853403141361293
2024-01-30,ZN,21304.0,zn2402,21250.0,zn2403,21275.0,2402,2403,-54.0,-29.0,-0.0025347352609838003,-0.0013612467142321005
2024-01-30,PB,16237.5,pb2402,16260.0,pb2403,16240.0,2402,2403,22.5,2.5,0.001385681293302632,0.00015396458814476155
2024-01-30,NI,129550.0,ni2402,127030.0,ni2403,127190.0,2402,2403,-2520.0,-2360.0,-0.01945194905441916,-0.01821690467001158
2024-01-30,SN,219387.5,sn2402,218690.0,sn2403,219060.0,2402,2403,-697.5,-327.5,-0.003179306022448869,-0.0014927924334795506
2024-01-30,AU,479.46,au2402,479.9,au2404,481.0,2402,2404,0.4399999999999977,1.5400000000000205,0.0009176990781296634,0.003211946773453489
2024-01-30,AG,5922.67,ag2402,5965.0,ag2406,5968.0,2402,2406,42.32999999999993,45.32999999999993,0.007147114392664022,0.007653642698310037
2024-01-30,RB,3914.0,rb2402,3772.0,rb2405,3913.0,2402,2405,-142.0,-1.0,-0.03628002043944811,-0.00025549310168626604
2024-01-30,WR,4173.2,wr2402,4259.0,wr2405,4120.0,2402,2405,85.80000000000018,-53.19999999999982,0.02055976229272516,-0.01274801111856605
2024-01-30,HC,4092.0,hc2402,4050.0,hc2405,4044.0,2402,2405,-42.0,-48.0,-0.01026392961876832,-0.011730205278592365
2024-01-30,FU,5510.0,fu2402,2982.0,fu2405,3133.0,2402,2405,-2528.0,-2377.0,-0.45880217785843924,-0.43139745916515426
2024-01-30,BU,3585.14,bu2402,3741.0,bu2406,3792.0,2402,2406,155.86000000000013,206.86000000000013,0.043473895022230646,0.05769928092068932
2024-01-30,RU,12720.0,ru2403,13455.0,ru2405,13510.0,2403,2405,735.0,790.0,0.057783018867924474,0.062106918238993725
2024-01-30,SP,5810.0,sp2402,5618.0,sp2405,5702.0,2402,2405,-192.0,-108.0,-0.03304647160068852,-0.018588640275387314
2024-01-30,SS,14225.0,ss2402,14025.0,ss2403,14055.0,2402,2403,-200.0,-170.0,-0.01405975395430581,-0.01195079086115991
2024-01-30,BR,12200.0,br2402,12330.0,br2403,12420.0,2402,2403,130.0,220.0,0.010655737704918122,0.0180327868852459
2024-01-30,SI,15290.0,SI2402,13260.0,SI2403,13310.0,2402,2403,-2030.0,-1980.0,-0.1327665140614781,-0.1294964028776978
2024-01-30,LC,100800.0,LC2402,97050.0,LC2407,101000.0,2402,2407,-3750.0,200.0,-0.03720238095238093,0.001984126984126977
2024-01-31,C,2342.86,c2403,2345.0,c2405,2390.0,2403,2405,2.1399999999998727,47.13999999999987,0.0009134135202273352,0.020120707169869245
2024-01-31,A,4750.0,a2403,4743.0,a2403,4743.0,2403,2403,-7.0,-7.0,-0.0014736842105262937,-0.0014736842105262937
2024-01-31,M,3424.0,m2403,3118.0,m2405,2994.0,2403,2405,-306.0,-430.0,-0.08936915887850472,-0.1255841121495327
2024-01-31,Y,7730.0,y2403,7300.0,y2405,7212.0,2403,2405,-430.0,-518.0,-0.05562742561448897,-0.0670116429495472
2024-01-31,P,7258.0,p2402,7152.0,p2405,7138.0,2402,2405,-106.0,-120.0,-0.014604574262882308,-0.0165334802976026
2024-01-31,JD,4200.0,jd2402,3205.0,jd2403,3269.0,2402,2403,-995.0,-931.0,-0.23690476190476195,-0.22166666666666668
2024-01-31,L,8257.14,l2402,8116.0,l2405,8224.0,2402,2405,-141.13999999999942,-33.13999999999942,-0.017093085499337524,-0.004013496198441491
2024-01-31,V,5590.0,v2402,5505.0,v2405,5798.0,2402,2405,-85.0,208.0,-0.015205724508050134,0.037209302325581506
2024-01-31,PP,7671.43,pp2402,7378.0,pp2405,7440.0,2402,2405,-293.4300000000003,-231.4300000000003,-0.038249713547539366,-0.030167778367266584
2024-01-31,J,2226.67,j2402,2183.0,j2405,2346.0,2402,2405,-43.67000000000007,119.32999999999993,-0.019612246089452,0.05359123713886649
2024-01-31,JM,2417.5,jm2402,1581.0,jm2405,1704.0,2402,2405,-836.5,-713.5,-0.34601861427094105,-0.2951396070320579
2024-01-31,I,1029.0,i2402,1049.0,i2405,960.5,2402,2405,20.0,-68.5,0.0194363459669582,-0.0665694849368319
2024-01-31,EG,4640.0,eg2402,4765.0,eg2405,4768.0,2402,2405,125.0,128.0,0.0269396551724137,0.02758620689655178
2024-01-31,EB,8810.0,eb2402,8686.0,eb2403,8796.0,2402,2403,-124.0,-14.0,-0.014074914869466548,-0.0015891032917139114
2024-01-31,PG,4980.0,pg2402,4163.0,pg2403,4123.0,2402,2403,-817.0,-857.0,-0.16405622489959837,-0.17208835341365458
2024-01-31,LH,15600.0,lh2403,13915.0,lh2403,13915.0,2403,2403,-1685.0,-1685.0,-0.10801282051282046,-0.10801282051282046
2024-01-31,WH,2724.0,WH403,3198.0,WH501,3198.0,2403,2501,474.0,474.0,0.17400881057268713,0.17400881057268713
2024-01-31,PM,2724.0,PM403,3122.0,PM501,3122.0,2403,2501,398.0,398.0,0.14610866372980902,0.14610866372980902
2024-01-31,CF,16928.33,CF403,16035.0,CF405,16085.0,2403,2405,-893.3300000000017,-843.3300000000017,-0.052771301126573134,-0.04981767250520297
2024-01-31,SR,6740.0,SR403,6483.0,SR405,6461.0,2403,2405,-257.0,-279.0,-0.03813056379821955,-0.04139465875370918
2024-01-31,TA,5994.0,TA402,5974.0,TA405,5968.0,2402,2405,-20.0,-26.0,-0.003336670003336706,-0.004337671004337684
2024-01-31,OI,7825.0,OI403,7656.0,OI405,7656.0,2403,2405,-169.0,-169.0,-0.021597444089456852,-0.021597444089456852
2024-01-31,MA,2580.83,MA402,2552.0,MA405,2481.0,2402,2405,-28.829999999999927,-99.82999999999993,-0.011170824889667252,-0.03868135444798759
2024-01-31,FG,1781.6,FG402,1869.0,FG405,1841.0,2402,2405,87.40000000000009,59.40000000000009,0.049057027391109065,0.0333408172429277
2024-01-31,RM,2711.67,RM403,2453.0,RM405,2480.0,2403,2405,-258.6700000000001,-231.67000000000007,-0.09539140087104991,-0.08543443708120824
2024-01-31,SF,6421.43,SF402,6420.0,SF405,6606.0,2402,2405,-1.430000000000291,184.5699999999997,-0.00022269183032441742,0.028742818967114836
2024-01-31,SM,6125.0,SM402,6318.0,SM405,6360.0,2402,2405,193.0,235.0,0.03151020408163263,0.038367346938775526
2024-01-31,CY,25475.0,CY402,20585.0,CY405,22310.0,2402,2405,-4890.0,-3165.0,-0.19195289499509327,-0.12423945044160944
2024-01-31,UR,2431.67,UR402,2130.0,UR405,2082.0,2402,2405,-301.6700000000001,-349.6700000000001,-0.12405877442251623,-0.14379829499891028
2024-01-31,SA,2470.0,SA402,2022.0,SA405,1942.0,2402,2405,-448.0,-528.0,-0.18137651821862344,-0.21376518218623486
2024-01-31,PF,7652.0,PF402,7502.0,PF403,7524.0,2402,2403,-150.0,-128.0,-0.019602718243596495,-0.01672765290120226
2024-01-31,PX,8685.71,PX405,8598.0,PX405,8598.0,2405,2405,-87.70999999999913,-87.70999999999913,-0.010098195772135998,-0.010098195772135998
2024-01-31,SH,784.0,SH405,2714.0,SH405,2714.0,2405,2405,1930.0,1930.0,2.461734693877551,2.461734693877551
2024-01-31,CU,69145.0,cu2402,69220.0,cu2403,69350.0,2402,2403,75.0,205.0,0.0010846771277750467,0.002964784149251498
2024-01-31,AL,18980.0,al2402,19040.0,al2403,19010.0,2402,2403,60.0,30.0,0.0031612223393044925,0.0015806111696523573
2024-01-31,ZN,21250.0,zn2402,21290.0,zn2403,21295.0,2402,2403,40.0,45.0,0.0018823529411764461,0.0021176470588235574
2024-01-31,PB,16212.5,pb2402,16330.0,pb2403,16300.0,2402,2403,117.5,87.5,0.007247494217424766,0.005397070161912154
2024-01-31,NI,128966.67,ni2402,126930.0,ni2403,126990.0,2402,2403,-2036.6699999999983,-1976.6699999999983,-0.015792219803767882,-0.01532698332057425
2024-01-31,SN,217887.5,sn2402,218100.0,sn2403,218490.0,2402,2403,212.5,602.5,0.0009752739372381747,0.0027651884573460794
2024-01-31,AU,481.1,au2402,480.56,au2404,481.58,2402,2404,-0.5400000000000205,0.47999999999996135,-0.0011224277696945117,0.0009977135730616649
2024-01-31,AG,5952.33,ag2402,5941.0,ag2406,5946.0,2402,2406,-11.329999999999927,-6.329999999999927,-0.0019034562935859034,-0.001063449103124281
2024-01-31,RB,3905.56,rb2402,3750.0,rb2405,3869.0,2402,2405,-155.55999999999995,-36.559999999999945,-0.039830395641086036,-0.009361013529429862
2024-01-31,WR,4162.0,wr2402,4189.0,wr2405,4086.0,2402,2405,27.0,-76.0,0.006487265737626036,-0.01826045170591062
2024-01-31,HC,4060.0,hc2402,3936.0,hc2405,4005.0,2402,2405,-124.0,-55.0,-0.030541871921182295,-0.013546798029556606
2024-01-31,FU,5520.0,fu2402,3011.0,fu2405,3148.0,2402,2405,-2509.0,-2372.0,-0.4545289855072464,-0.42971014492753623
2024-01-31,BU,3585.14,bu2402,3703.0,bu2406,3737.0,2402,2406,117.86000000000013,151.86000000000013,0.032874587882202766,0.04235817848117507
2024-01-31,RU,12710.0,ru2403,13485.0,ru2405,13525.0,2403,2405,775.0,815.0,0.060975609756097615,0.06412273800157364
2024-01-31,SP,5810.0,sp2402,5584.0,sp2405,5670.0,2402,2405,-226.0,-140.0,-0.03889845094664368,-0.02409638554216864
2024-01-31,SS,14225.0,ss2402,13900.0,ss2403,13880.0,2402,2403,-325.0,-345.0,-0.02284710017574687,-0.024253075571177507
2024-01-31,BR,12340.0,br2402,12570.0,br2403,12600.0,2402,2403,230.0,260.0,0.018638573743922304,0.021069692058346856
2024-01-31,SI,15290.0,SI2402,13115.0,SI2403,13160.0,2402,2403,-2175.0,-2130.0,-0.14224983649444078,-0.13930673642903857
2024-01-31,LC,100800.0,LC2402,95500.0,LC2407,99150.0,2402,2407,-5300.0,-1650.0,-0.052579365079365115,-0.016369047619047672
2024-02-01,C,2342.86,c2403,2356.0,c2405,2401.0,2403,2405,13.139999999999873,58.13999999999987,0.0056085297456953676,0.024815823395337278
2024-02-01,A,4750.0,a2403,4748.0,a2403,4748.0,2403,2403,-2.0,-2.0,-0.00042105263157898865,-0.00042105263157898865
2024-02-01,M,3456.0,m2403,3150.0,m2405,3033.0,2403,2405,-306.0,-423.0,-0.08854166666666663,-0.12239583333333337
2024-02-01,Y,7730.0,y2403,7310.0,y2405,7214.0,2403,2405,-420.0,-516.0,-0.05433376455368688,-0.06675291073738676
2024-02-01,P,7258.0,p2402,7258.0,p2405,7118.0,2402,2405,0.0,-140.0,0.0,-0.019289060347203124
2024-02-01,JD,4150.0,jd2402,3215.0,jd2403,3320.0,2402,2403,-935.0,-830.0,-0.22530120481927707,-0.19999999999999996
2024-02-01,L,8264.29,l2402,8140.0,l2405,8126.0,2402,2405,-124.29000000000087,-138.29000000000087,-0.015039404473947693,-0.01673343989622833
2024-02-01,V,5574.0,v2402,5510.0,v2405,5798.0,2402,2405,-64.0,224.0,-0.011481880157875879,0.04018658055256541
2024-02-01,PP,7650.0,pp2402,7282.0,pp2405,7345.0,2402,2405,-368.0,-305.0,-0.04810457516339872,-0.0398692810457516
2024-02-01,J,2226.67,j2402,2377.0,j2405,2348.5,2402,2405,150.32999999999993,121.82999999999993,0.06751337198596996,0.054713989949116915
2024-02-01,JM,2417.5,jm2402,1718.0,jm2405,1726.0,2402,2405,-699.5,-691.5,-0.28934850051706307,-0.2860392967942089
2024-02-01,I,1021.44,i2402,1050.0,i2405,968.0,2402,2405,28.559999999999945,-53.440000000000055,0.02796052631578938,-0.05231829573934843
2024-02-01,EG,4656.67,eg2402,4684.0,eg2405,4703.0,2402,2405,27.329999999999927,46.32999999999993,0.005869000809591407,0.009949169685633752
2024-02-01,EB,8750.0,eb2402,8701.0,eb2403,8826.0,2402,2403,-49.0,76.0,-0.005600000000000049,0.008685714285714186
2024-02-01,PG,4980.0,pg2402,4230.0,pg2403,4140.0,2402,2403,-750.0,-840.0,-0.1506024096385542,-0.1686746987951807
2024-02-01,LH,15820.0,lh2403,13915.0,lh2403,13915.0,2403,2403,-1905.0,-1905.0,-0.12041719342604296,-0.12041719342604296
2024-02-01,WH,2724.0,WH403,3198.0,WH501,3198.0,2403,2501,474.0,474.0,0.17400881057268713,0.17400881057268713
2024-02-01,PM,2724.0,PM403,3122.0,PM501,3122.0,2403,2501,398.0,398.0,0.14610866372980902,0.14610866372980902
2024-02-01,CF,16928.33,CF403,15970.0,CF405,16025.0,2403,2405,-958.3300000000017,-903.3300000000017,-0.056611018334354446,-0.05336202685084712
2024-02-01,SR,6744.0,SR403,6484.0,SR405,6471.0,2403,2405,-260.0,-273.0,-0.03855278766310799,-0.04048042704626331
2024-02-01,TA,5994.0,TA402,5884.0,TA405,5878.0,2402,2405,-110.0,-116.0,-0.018351685018351716,-0.019352686019352694
2024-02-01,OI,7898.33,OI403,7727.0,OI405,7723.0,2403,2405,-171.32999999999993,-175.32999999999993,-0.021691927280830248,-0.02219836345151438
2024-02-01,MA,2561.67,MA402,2529.0,MA405,2461.0,2402,2405,-32.67000000000007,-100.67000000000007,-0.01275339914977347,-0.03929858256527974
2024-02-01,FG,1781.6,FG402,1818.0,FG405,1778.0,2402,2405,36.40000000000009,-3.599999999999909,0.020431073192635818,-0.002020655590480369
2024-02-01,RM,2735.0,RM403,2498.0,RM405,2528.0,2403,2405,-237.0,-207.0,-0.08665447897623402,-0.07568555758683726
2024-02-01,SF,6421.43,SF402,6360.0,SF405,6524.0,2402,2405,-61.43000000000029,102.56999999999971,-0.009566404990788646,0.015973077647813527
2024-02-01,SM,6125.0,SM402,6256.0,SM405,6296.0,2402,2405,131.0,171.0,0.021387755102040718,0.027918367346938755
2024-02-01,CY,25475.0,CY402,20495.0,CY405,22100.0,2402,2405,-4980.0,-3375.0,-0.1954857703631011,-0.1324828263002944
2024-02-01,UR,2431.67,UR402,2146.0,UR405,2108.0,2402,2405,-285.6700000000001,-323.6700000000001,-0.11747893423038491,-0.13310605468669678
2024-02-01,SA,2470.0,SA402,2010.0,SA405,1913.0,2402,2405,-460.0,-557.0,-0.18623481781376516,-0.22550607287449398
2024-02-01,PF,7642.0,PF402,7384.0,PF403,7392.0,2402,2403,-258.0,-250.0,-0.033760795603245186,-0.03271394922795079
